CustomerID,SeniorCitizen,Partner,Dependents,Tenure,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,TenureBucket
4255-DDUOU,0,Yes,Yes,1,No,No,No,Month-to-month,Yes,Mailed check,20.5,20.5,1,20.5,0-1yr
5863-OOKCL,0,No,No,10,No,No,No,Month-to-month,No,Mailed check,18.85,163.2,0,16.32,0-1yr
1686-STUHN,0,No,No,42,No,No,No,One year,No,Bank transfer,19.8,849.9,0,20.235714285714284,2-4yr
1329-VHWNP,0,No,No,7,DSL,No,No,Month-to-month,No,Bank transfer,25.05,189.95,0,27.135714285714283,0-1yr
2984-MIIZL,0,No,No,4,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,74.8,321.9,1,80.475,0-1yr
0266-GMEAO,0,Yes,Yes,72,Fiber optic,Yes,Yes,Two year,Yes,Credit card,114.3,8058.55,0,111.92430555555556,4-6yr
5590-YRFJT,0,Yes,No,20,DSL,No,No,Month-to-month,Yes,Electronic check,24.45,482.8,1,24.14,1-2yr
5574-NXZIU,0,No,No,63,Fiber optic,Yes,Yes,Two year,No,Credit card,109.2,7049.75,0,111.90079365079364,4-6yr
0019-GFNTW,0,No,No,56,DSL,Yes,Yes,Two year,No,Bank transfer,45.05,2560.1,0,45.716071428571425,4-6yr
4256-ZWTZI,0,No,Yes,5,DSL,No,Yes,Month-to-month,Yes,Mailed check,51.0,286.8,0,57.36,0-1yr
8309-PPCED,0,Yes,No,72,Fiber optic,No,Yes,Two year,Yes,Bank transfer,110.45,7982.5,0,110.86805555555556,4-6yr
4098-NAUKP,1,Yes,Yes,68,Fiber optic,No,No,Month-to-month,Yes,Electronic check,84.65,5683.6,0,83.58235294117648,4-6yr
5196-WPYOW,0,Yes,Yes,67,DSL,Yes,Yes,One year,No,Mailed check,60.05,3994.05,0,59.61268656716418,4-6yr
4608-LCIMN,0,Yes,Yes,8,DSL,No,No,Month-to-month,No,Bank transfer,44.65,369.15,0,46.14375,0-1yr
1485-YDHMM,0,Yes,Yes,52,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,93.25,4631.7,0,89.07115384615385,4-6yr
4054-CUMIA,0,Yes,Yes,18,No,No,No,Month-to-month,Yes,Mailed check,20.25,401.95,0,22.330555555555556,1-2yr
0603-TPMIB,0,Yes,Yes,59,No,No,No,Two year,No,Mailed check,25.45,1534.05,0,26.000847457627117,4-6yr
2525-GVKQU,0,No,No,60,No,No,No,Two year,No,Mailed check,20.6,1093.0,0,18.216666666666665,4-6yr
8161-QYMTT,0,No,No,7,Fiber optic,No,No,Month-to-month,Yes,Electronic check,94.1,701.3,0,100.18571428571428,0-1yr
9581-GVBXT,0,Yes,Yes,59,DSL,Yes,No,One year,No,Mailed check,34.8,1980.3,0,33.56440677966101,4-6yr
5862-BRIXZ,0,No,No,46,DSL,Yes,Yes,Two year,Yes,Bank transfer,60.75,2893.4,0,62.9,2-4yr
5404-GGUKR,0,No,No,5,DSL,No,No,Month-to-month,Yes,Electronic check,51.35,262.3,0,52.46,0-1yr
3308-JSGML,1,Yes,No,59,DSL,Yes,Yes,Two year,Yes,Credit card,64.05,3886.85,0,65.87881355932203,4-6yr
2126-GSEGL,0,Yes,No,70,DSL,No,Yes,Two year,Yes,Bank transfer,84.8,5917.55,0,84.53642857142857,4-6yr
3677-TNKIO,0,No,No,14,Fiber optic,No,No,Month-to-month,Yes,Credit card,71.0,914.0,1,65.28571428571429,1-2yr
0440-QEXBZ,0,No,No,44,DSL,No,No,Month-to-month,Yes,Mailed check,50.15,2139.1,0,48.61590909090909,2-4yr
2434-EEVDB,0,Yes,No,64,Fiber optic,Yes,No,Two year,Yes,Credit card,94.6,5948.7,0,92.9484375,4-6yr
6762-QVYJO,0,Yes,Yes,58,DSL,Yes,Yes,Two year,No,Mailed check,59.75,3624.35,0,62.48879310344827,4-6yr
6199-IWKGC,1,Yes,No,46,Fiber optic,No,Yes,One year,No,Electronic check,100.25,4753.85,0,103.3445652173913,2-4yr
2675-DHUTR,1,Yes,No,58,Fiber optic,No,No,Month-to-month,Yes,Electronic check,98.9,5780.7,0,99.66724137931034,4-6yr
8152-VETUR,0,Yes,No,72,Fiber optic,No,No,Two year,Yes,Credit card,97.7,6869.7,0,95.4125,4-6yr
9667-EQRXU,1,No,No,30,DSL,No,No,Month-to-month,Yes,Electronic check,40.3,1172.95,1,39.098333333333336,2-4yr
7446-YPODE,1,No,No,11,DSL,Yes,No,Month-to-month,No,Bank transfer,60.25,662.95,0,60.26818181818182,0-1yr
9522-BNTHX,1,No,No,34,DSL,No,No,Month-to-month,Yes,Electronic check,56.25,1765.95,0,51.93970588235294,2-4yr
4676-WLUHT,0,No,No,54,DSL,Yes,No,Two year,No,Bank transfer,46.2,2431.95,0,45.036111111111104,4-6yr
3329-WDIOK,0,No,No,3,DSL,No,No,Month-to-month,Yes,Electronic check,50.6,155.35,1,51.78333333333333,0-1yr
7980-MHFLQ,0,Yes,Yes,72,No,No,No,Two year,No,Mailed check,24.9,1859.2,0,25.822222222222223,4-6yr
2873-ZLIWT,0,Yes,Yes,40,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,84.85,3303.05,1,82.57625,2-4yr
3415-TAILE,0,Yes,Yes,2,DSL,No,No,Month-to-month,No,Mailed check,65.7,134.35,1,67.175,0-1yr
0757-WCUUZ,0,Yes,Yes,54,DSL,No,No,Two year,No,Credit card,63.35,3409.1,0,63.13148148148148,4-6yr
1629-DQQVB,0,No,No,14,DSL,Yes,No,Month-to-month,No,Bank transfer,50.1,709.5,0,50.67857142857143,1-2yr
1915-IOFGU,0,No,No,1,Fiber optic,No,No,Month-to-month,No,Electronic check,70.5,70.5,1,70.5,0-1yr
3045-XETSH,0,No,No,10,Fiber optic,No,No,Month-to-month,Yes,Electronic check,94.85,953.45,1,95.345,0-1yr
0374-AACSZ,0,No,No,1,DSL,Yes,No,Month-to-month,No,Electronic check,50.15,50.15,0,50.15,0-1yr
7239-HZZCX,0,No,No,1,No,No,No,Month-to-month,No,Mailed check,19.75,19.75,1,19.75,0-1yr
4872-VXRIL,0,No,No,56,DSL,Yes,Yes,One year,Yes,Bank transfer,64.65,3665.55,0,65.45625,4-6yr
9140-CZQZZ,0,Yes,No,68,DSL,Yes,Yes,Two year,Yes,Bank transfer,79.6,5515.8,0,81.11470588235295,4-6yr
3423-HHXAO,0,Yes,Yes,14,No,No,No,One year,Yes,Mailed check,19.5,272.0,0,19.428571428571427,1-2yr
9938-TKDGL,0,Yes,Yes,68,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,99.55,6668.0,0,98.05882352941177,4-6yr
0531-ZZJWQ,1,Yes,No,55,Fiber optic,No,No,Month-to-month,Yes,Electronic check,74.0,4052.4,0,73.68,4-6yr
6537-QLGEX,0,No,No,16,DSL,Yes,No,Month-to-month,Yes,Electronic check,38.9,664.4,0,41.525,1-2yr
2688-BHGOG,1,No,No,9,Fiber optic,No,No,Month-to-month,Yes,Electronic check,79.55,718.55,0,79.83888888888889,0-1yr
7683-CBDKJ,0,Yes,Yes,14,DSL,Yes,No,Month-to-month,Yes,Electronic check,65.45,937.6,1,66.97142857142858,1-2yr
0946-CLJTI,1,Yes,No,58,Fiber optic,No,No,Month-to-month,Yes,Electronic check,98.7,5812.6,1,100.21724137931035,4-6yr
3160-TYXLT,0,No,No,53,DSL,Yes,No,Month-to-month,Yes,Bank transfer,46.3,2546.85,0,48.053773584905656,4-6yr
1325-USMEC,0,Yes,No,70,Fiber optic,Yes,No,Two year,Yes,Credit card,99.35,6944.5,0,99.20714285714286,4-6yr
0916-QOFDP,1,Yes,Yes,14,Fiber optic,No,No,Month-to-month,Yes,Electronic check,95.8,1346.3,0,96.16428571428571,1-2yr
0628-CNQRM,0,Yes,Yes,22,DSL,Yes,Yes,One year,Yes,Bank transfer,67.5,1544.05,1,70.18409090909091,1-2yr
5606-AMZBO,0,Yes,No,10,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,78.15,765.15,0,76.515,0-1yr
6199-IPCAO,0,Yes,Yes,29,No,No,No,Two year,No,Mailed check,26.1,692.55,0,23.88103448275862,2-4yr
7665-TOALD,0,No,No,1,Fiber optic,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,1,69.6,0-1yr
0112-QWPNC,0,Yes,No,49,DSL,Yes,Yes,One year,No,Electronic check,84.35,4059.35,1,82.84387755102041,4-6yr
0324-BRPCJ,1,Yes,No,68,Fiber optic,No,No,Month-to-month,Yes,Electronic check,100.2,6851.65,1,100.7595588235294,4-6yr
2777-PHDEI,0,No,No,1,Fiber optic,No,No,Month-to-month,No,Electronic check,78.05,78.05,1,78.05,0-1yr
5640-CAXOA,0,No,No,30,DSL,No,Yes,One year,Yes,Credit card,40.35,1187.05,0,39.568333333333335,2-4yr
2235-EZAIK,0,Yes,No,72,DSL,Yes,Yes,Two year,No,Credit card,79.2,5401.9,0,75.02638888888889,4-6yr
3847-BAERP,0,No,No,10,No,No,No,Month-to-month,Yes,Mailed check,20.9,247.0,0,24.7,0-1yr
1196-AMORA,0,No,No,7,Fiber optic,No,No,Month-to-month,No,Electronic check,73.6,520.0,1,74.28571428571429,0-1yr
4282-YMKNA,0,No,No,9,Fiber optic,No,No,Month-to-month,Yes,Electronic check,74.75,706.6,1,78.51111111111112,0-1yr
1453-RZFON,0,No,Yes,1,DSL,Yes,No,Month-to-month,No,Mailed check,49.9,49.9,0,49.9,0-1yr
8263-OKETD,0,No,No,20,DSL,No,Yes,Month-to-month,Yes,Credit card,68.9,1370.35,0,68.5175,1-2yr
0670-KDOMA,0,No,No,1,No,No,No,Month-to-month,Yes,Mailed check,20.25,20.25,0,20.25,0-1yr
2476-YGEFM,0,No,No,29,Fiber optic,No,No,Month-to-month,Yes,Credit card,76.0,2215.25,0,76.38793103448276,2-4yr
8687-BAFGU,0,No,No,1,Fiber optic,No,Yes,Month-to-month,No,Electronic check,74.0,74.0,0,74.0,0-1yr
0641-EVBOJ,0,No,No,3,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,82.3,214.4,0,71.46666666666667,0-1yr
0829-XXPLX,0,No,No,20,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,89.4,1871.15,0,93.5575,1-2yr
9974-JFBHQ,0,No,Yes,64,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,99.15,6171.2,0,96.425,4-6yr
5356-RHIPP,0,No,No,1,No,No,No,Month-to-month,Yes,Mailed check,20.2,20.2,1,20.2,0-1yr
6624-JDRDS,0,No,No,6,DSL,Yes,No,Month-to-month,No,Bank transfer,29.45,161.45,0,26.90833333333333,0-1yr
0608-JDVEC,0,Yes,No,50,No,No,No,Two year,No,Electronic check,19.8,1013.2,0,20.264,4-6yr
9780-FKVVF,0,No,No,6,DSL,Yes,No,Month-to-month,Yes,Bank transfer,59.15,336.7,0,56.11666666666667,0-1yr
1919-RTPQD,0,Yes,Yes,7,DSL,No,No,Month-to-month,No,Electronic check,44.75,333.65,0,47.66428571428571,0-1yr
5214-NLTIT,0,Yes,Yes,72,Fiber optic,No,No,Two year,Yes,Credit card,90.8,6511.8,0,90.44166666666666,4-6yr
3345-PBBFH,0,Yes,No,8,DSL,No,No,Month-to-month,Yes,Bank transfer,49.55,393.45,0,49.18125,0-1yr
5055-BRMNE,0,Yes,Yes,67,Fiber optic,Yes,Yes,Two year,No,Credit card,106.7,7009.5,0,104.61940298507463,4-6yr
9189-JWSHV,1,Yes,No,24,Fiber optic,No,No,Month-to-month,Yes,Electronic check,93.55,2264.05,1,94.33541666666667,1-2yr
2190-PHBHR,0,Yes,No,72,Fiber optic,Yes,No,Two year,Yes,Credit card,94.45,6921.7,0,96.13472222222222,4-6yr
2650-GYRYL,0,Yes,Yes,33,No,No,No,One year,Yes,Bank transfer,19.45,600.25,0,18.189393939393938,2-4yr
0746-JTRFU,0,No,No,2,DSL,No,No,Month-to-month,Yes,Electronic check,25.05,56.35,1,28.175,0-1yr
5208-FVQKB,0,Yes,No,70,DSL,Yes,Yes,Two year,No,Mailed check,67.95,4664.15,0,66.63071428571428,4-6yr
7184-LRUUR,0,No,No,22,DSL,No,No,One year,No,Bank transfer,65.25,1441.8,0,65.53636363636363,1-2yr
6627-CFOSN,0,No,No,59,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,99.45,5623.7,0,95.31694915254236,4-6yr
3982-JGSFD,0,No,No,36,No,No,No,One year,Yes,Credit card,20.35,695.85,0,19.329166666666666,2-4yr
1574-DYCWE,0,Yes,Yes,51,No,No,No,Two year,No,Mailed check,19.95,1028.75,0,20.17156862745098,4-6yr
7247-XOZPB,0,Yes,No,53,DSL,Yes,Yes,One year,No,Bank transfer,77.4,4155.95,0,78.41415094339622,4-6yr
2466-FCCPT,0,Yes,Yes,20,No,No,No,One year,No,Bank transfer,19.7,395.6,0,19.78,1-2yr
6211-WWLTF,0,Yes,No,63,Fiber optic,Yes,No,Two year,No,Credit card,99.7,6330.4,0,100.48253968253968,4-6yr
4826-TZEVA,0,No,No,40,Fiber optic,No,No,Month-to-month,No,Credit card,74.8,2971.7,0,74.29249999999999,2-4yr
6016-NXBNJ,0,No,No,35,No,No,No,One year,Yes,Mailed check,19.15,638.0,0,18.228571428571428,2-4yr
9138-EFSMO,0,Yes,Yes,26,Fiber optic,No,No,One year,No,Bank transfer,78.95,2034.25,0,78.24038461538461,2-4yr
0576-WNXXC,1,Yes,No,27,Fiber optic,No,No,Month-to-month,Yes,Electronic check,95.55,2510.2,1,92.97037037037036,2-4yr
4632-XJMEX,0,No,Yes,53,DSL,Yes,Yes,One year,No,Credit card,62.85,3419.5,0,64.51886792452831,4-6yr
8910-LEDAG,1,Yes,No,34,Fiber optic,No,No,Month-to-month,No,Credit card,71.55,2427.35,0,71.39264705882353,2-4yr
3452-GWUIN,1,Yes,No,19,Fiber optic,No,No,Month-to-month,Yes,Electronic check,94.95,1760.25,0,92.64473684210526,1-2yr
2716-GFZOR,0,Yes,No,43,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,86.1,3551.65,0,82.59651162790698,2-4yr
3724-UCSHY,0,Yes,Yes,6,No,No,No,Month-to-month,No,Mailed check,19.55,122.9,0,20.483333333333334,0-1yr
8626-XHBIE,0,No,Yes,56,No,No,No,Two year,Yes,Mailed check,24.8,1424.2,0,25.432142857142857,4-6yr
4628-CTTLA,0,No,No,57,DSL,No,No,Month-to-month,Yes,Electronic check,39.3,2111.45,1,37.04298245614035,4-6yr
3192-LNKRK,0,Yes,Yes,34,Fiber optic,No,No,Month-to-month,Yes,Mailed check,84.05,2909.95,0,85.58676470588235,2-4yr
4439-YRNVD,0,No,No,10,DSL,No,Yes,Month-to-month,No,Electronic check,36.25,374.0,0,37.4,0-1yr
2876-VBBBL,0,No,No,1,No,No,No,Month-to-month,Yes,Mailed check,20.25,20.25,1,20.25,0-1yr
6834-NXDCA,0,No,No,13,DSL,No,No,Month-to-month,Yes,Electronic check,23.9,300.8,1,23.138461538461538,1-2yr
2208-UGTGR,0,No,No,56,Fiber optic,No,No,Month-to-month,No,Electronic check,98.6,5581.05,0,99.66160714285715,4-6yr
3005-TYFRD,0,Yes,No,55,Fiber optic,No,No,Month-to-month,Yes,Credit card,103.65,5676.65,0,103.21181818181817,4-6yr
8670-MEFCP,0,Yes,Yes,36,DSL,Yes,Yes,Two year,Yes,Credit card,92.9,3379.25,0,93.86805555555556,2-4yr
3079-BCHLN,0,Yes,No,47,No,No,No,One year,No,Bank transfer,19.9,942.95,0,20.06276595744681,2-4yr
7777-UNYHB,0,Yes,Yes,12,No,No,No,Month-to-month,Yes,Credit card,20.1,232.4,0,19.366666666666667,0-1yr
5597-GLBUC,0,No,No,1,Fiber optic,No,No,Month-to-month,Yes,Electronic check,85.45,85.45,1,85.45,0-1yr
7278-CKDNC,1,No,No,24,Fiber optic,No,No,Month-to-month,Yes,Electronic check,80.5,2088.45,0,87.01875,1-2yr
2748-MYRVK,0,No,No,63,Fiber optic,No,No,One year,No,Bank transfer,99.9,6137.0,1,97.41269841269842,4-6yr
8450-UYIBU,1,No,No,35,DSL,No,No,Month-to-month,Yes,Electronic check,39.85,1434.6,0,40.988571428571426,2-4yr
2969-VAPYH,0,No,No,67,DSL,Yes,Yes,One year,No,Credit card,60.5,3870.0,0,57.76119402985075,4-6yr
4822-YCXMX,0,No,No,25,Fiber optic,No,No,Month-to-month,Yes,Electronic check,84.8,2043.45,1,81.738,2-4yr
7181-OQCUT,0,No,No,21,Fiber optic,Yes,No,Month-to-month,No,Mailed check,103.85,2215.0,0,105.47619047619048,1-2yr
8474-UMLNT,0,No,No,13,DSL,Yes,Yes,Month-to-month,No,Bank transfer,67.8,842.25,0,64.78846153846153,1-2yr
9821-POOTN,0,Yes,No,35,Fiber optic,No,No,Month-to-month,Yes,Electronic check,75.2,2576.2,1,73.60571428571428,2-4yr
3836-FZSDJ,1,Yes,No,71,No,No,No,Two year,No,Bank transfer,24.85,1901.0,0,26.774647887323944,4-6yr
9142-XMYJH,0,No,No,29,No,No,No,Month-to-month,No,Credit card,19.35,601.6,0,20.7448275862069,2-4yr
6559-ILWKJ,0,Yes,No,71,DSL,No,No,Two year,No,Electronic check,49.35,3515.25,1,49.51056338028169,4-6yr
0187-QSXOE,1,Yes,No,7,Fiber optic,No,No,Month-to-month,Yes,Electronic check,89.0,605.45,0,86.49285714285715,0-1yr
7733-UDMTP,1,No,No,57,DSL,No,No,Month-to-month,Yes,Electronic check,55.0,3094.05,0,54.28157894736842,4-6yr
2649-HWLYB,0,Yes,No,65,DSL,Yes,Yes,Two year,No,Bank transfer,76.15,4929.55,0,75.83923076923077,4-6yr
5214-CHIWJ,0,No,No,27,No,No,No,One year,No,Mailed check,20.3,595.05,0,22.038888888888888,2-4yr
4229-CZMLL,0,No,No,6,Fiber optic,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,1,78.3,0-1yr
6904-JLBGY,1,No,No,72,Fiber optic,Yes,Yes,Two year,Yes,Credit card,117.35,8436.25,0,117.17013888888889,4-6yr
2465-BLLEU,0,No,No,1,No,No,No,Month-to-month,Yes,Mailed check,19.75,19.75,0,19.75,0-1yr
1685-VAYJF,0,No,No,11,DSL,No,No,Month-to-month,No,Credit card,45.2,492.0,0,44.72727272727273,0-1yr
8874-EJNSR,0,Yes,Yes,39,No,No,No,Two year,No,Mailed check,25.2,987.95,0,25.33205128205128,2-4yr
6917-YACBP,1,No,No,59,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,89.75,5496.9,0,93.16779661016949,4-6yr
5049-MUBWG,0,No,No,26,DSL,Yes,Yes,One year,No,Bank transfer,75.0,1908.35,0,73.39807692307691,2-4yr
4223-WOZCM,1,No,No,2,DSL,No,No,Month-to-month,No,Mailed check,49.95,107.1,0,53.55,0-1yr
0769-MURVM,0,Yes,Yes,72,DSL,Yes,Yes,Two year,No,Bank transfer,65.7,4575.35,0,63.54652777777778,4-6yr
9253-VIFJQ,0,Yes,No,65,DSL,Yes,No,One year,No,Credit card,67.05,4309.55,0,66.30076923076923,4-6yr
7030-FZTFM,0,Yes,Yes,72,Fiber optic,No,Yes,Two year,No,Credit card,110.9,7922.75,0,110.03819444444444,4-6yr
9741-YLNTD,0,No,No,6,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,87.95,522.35,0,87.05833333333334,0-1yr
5917-RYRMG,1,No,No,32,No,No,No,One year,No,Credit card,19.8,587.7,0,18.365625,2-4yr
5120-ZBLAI,0,Yes,No,50,DSL,No,No,One year,No,Bank transfer,75.7,3876.2,0,77.524,4-6yr
1194-BHJYC,0,Yes,No,61,DSL,Yes,Yes,Two year,Yes,Mailed check,62.15,3778.85,0,61.9483606557377,4-6yr
3663-MITLP,0,No,No,15,Fiber optic,No,No,Month-to-month,Yes,Electronic check,101.25,1457.25,1,97.15,1-2yr
0906-QVPMS,0,Yes,No,72,Fiber optic,Yes,Yes,Two year,No,Bank transfer,115.15,8349.45,0,115.96458333333334,4-6yr
9025-ZRPVR,0,No,No,9,No,No,No,Month-to-month,Yes,Mailed check,18.95,185.6,1,20.62222222222222,0-1yr
1905-OEILC,0,No,No,1,No,No,No,Month-to-month,No,Mailed check,19.5,19.5,0,19.5,0-1yr
7858-GTZSP,0,No,No,12,Fiber optic,No,No,Month-to-month,Yes,Electronic check,86.55,1066.9,0,88.90833333333335,0-1yr
3285-UCQVC,0,No,No,37,DSL,No,Yes,Month-to-month,No,Credit card,28.6,973.55,1,26.31216216216216,2-4yr
6248-BSHKG,0,Yes,Yes,61,No,No,No,One year,No,Mailed check,20.4,1226.45,0,20.105737704918035,4-6yr
4685-TFLLS,0,Yes,Yes,18,No,No,No,One year,No,Bank transfer,19.8,342.3,0,19.016666666666666,1-2yr
3470-BTGQO,0,No,Yes,21,DSL,No,No,Month-to-month,No,Mailed check,45.65,985.05,0,46.90714285714286,1-2yr
1209-VFFOC,0,Yes,Yes,68,DSL,Yes,Yes,Two year,Yes,Mailed check,56.4,3948.45,0,58.065441176470586,4-6yr
8224-DWCKX,1,No,No,12,Fiber optic,No,No,Month-to-month,Yes,Credit card,73.3,828.05,0,69.00416666666666,0-1yr
5482-PLVPE,1,No,No,2,DSL,No,No,Month-to-month,No,Electronic check,24.35,41.85,1,20.925,0-1yr
4553-DVPZG,0,Yes,No,62,Fiber optic,No,No,Month-to-month,Yes,Electronic check,101.35,6164.7,0,99.43064516129031,4-6yr
4902-OHLSK,1,No,No,29,Fiber optic,No,Yes,Month-to-month,No,Electronic check,98.65,2862.75,1,98.71551724137932,2-4yr
6917-IAYHD,0,No,Yes,1,DSL,No,Yes,Month-to-month,No,Mailed check,33.6,33.6,0,33.6,0-1yr
0495-ZBNGW,1,Yes,No,5,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,79.9,343.95,1,68.78999999999999,0-1yr
8620-RJPZN,0,No,No,1,No,No,No,Month-to-month,No,Electronic check,20.7,20.7,0,20.7,0-1yr
7572-KPVKK,0,No,Yes,62,Fiber optic,No,Yes,Two year,Yes,Electronic check,104.05,6590.5,0,106.29838709677419,4-6yr
2642-MAWLJ,0,Yes,Yes,36,No,No,No,Two year,No,Bank transfer,20.25,717.95,0,19.943055555555556,2-4yr
2357-COQEK,1,No,No,28,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,1,103.2375,2-4yr
7103-ZGVNT,0,Yes,Yes,69,DSL,Yes,Yes,One year,No,Credit card,73.7,4885.85,0,70.80942028985508,4-6yr
3737-GCSPV,0,Yes,No,11,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,96.2,1222.05,1,111.09545454545454,0-1yr
2027-WKXMW,0,Yes,No,63,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,108.75,6871.7,0,109.07460317460317,4-6yr
7137-NAXML,0,No,No,23,No,No,No,One year,No,Bank transfer,20.15,405.6,0,17.63478260869565,1-2yr
2428-ZMCTB,0,No,No,10,No,No,No,Month-to-month,No,Credit card,19.75,208.25,0,20.825,0-1yr
2961-VNFKL,0,Yes,No,71,No,No,No,Two year,Yes,Credit card,25.95,1801.9,0,25.378873239436622,4-6yr
1768-HNVGJ,1,No,No,45,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,3062.45,0,68.05444444444444,2-4yr
6963-KQYQB,0,Yes,Yes,70,No,No,No,Two year,No,Mailed check,24.05,1764.75,0,25.210714285714285,4-6yr
5934-RMPOV,0,No,Yes,22,Fiber optic,No,No,Month-to-month,Yes,Electronic check,84.75,1816.75,0,82.57954545454545,1-2yr
1207-BLKSA,0,Yes,Yes,52,No,No,No,Two year,No,Mailed check,23.05,1255.1,0,24.13653846153846,4-6yr
4088-YLDSU,0,Yes,No,55,Fiber optic,No,Yes,One year,Yes,Electronic check,104.15,5743.05,1,104.41909090909091,4-6yr
8316-BBQAY,0,No,No,65,DSL,Yes,Yes,Two year,No,Credit card,59.95,3921.1,0,60.324615384615385,4-6yr
1166-PQLGG,0,Yes,Yes,72,No,No,No,Two year,No,Bank transfer,19.55,1463.45,0,20.325694444444444,4-6yr
3146-JTQHR,0,Yes,No,10,No,No,No,One year,No,Bank transfer,19.6,189.45,0,18.945,0-1yr
4291-YZODP,0,No,Yes,7,No,No,No,One year,No,Mailed check,20.05,96.8,0,13.828571428571427,0-1yr
4395-PZMSN,1,No,No,5,Fiber optic,No,No,Month-to-month,Yes,Electronic check,85.55,408.5,0,81.7,0-1yr
6427-FEFIG,0,Yes,Yes,24,DSL,Yes,No,Two year,No,Credit card,78.6,1846.65,0,76.94375000000001,1-2yr
0017-IUDMW,0,Yes,Yes,72,Fiber optic,Yes,Yes,Two year,Yes,Credit card,116.8,8456.75,0,117.45486111111111,4-6yr
8706-HRADD,0,No,No,21,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,43.55,1011.5,0,48.166666666666664,1-2yr
9955-QOPOY,0,Yes,No,69,DSL,No,Yes,One year,Yes,Credit card,60.8,4263.4,0,61.78840579710145,4-6yr
4385-ZKVNW,0,Yes,Yes,44,DSL,No,Yes,Month-to-month,Yes,Bank transfer,54.9,2549.1,0,57.934090909090905,2-4yr
5446-DKWYW,1,Yes,Yes,61,DSL,No,No,One year,Yes,Electronic check,65.2,3965.05,0,65.00081967213114,4-6yr
2034-CGRHZ,1,No,No,24,Fiber optic,No,No,Month-to-month,Yes,Credit card,102.95,2496.7,1,104.02916666666665,1-2yr
5797-APWZC,0,No,No,1,Fiber optic,No,No,Month-to-month,No,Electronic check,90.6,90.6,1,90.6,0-1yr
3683-QKIUE,0,No,No,6,DSL,No,Yes,Month-to-month,Yes,Bank transfer,50.8,288.05,1,48.00833333333333,0-1yr
4228-ZGYUW,0,No,No,4,Fiber optic,No,No,Month-to-month,Yes,Electronic check,90.05,368.1,1,92.025,0-1yr
9031-ZVQPT,0,Yes,No,72,Fiber optic,No,Yes,Two year,Yes,Electronic check,108.2,7840.6,0,108.89722222222223,4-6yr
2990-IAJSV,0,No,No,72,DSL,Yes,Yes,Two year,No,Bank transfer,92.0,6632.75,0,92.12152777777777,4-6yr
8107-KNCIM,1,Yes,No,14,Fiber optic,No,No,Month-to-month,Yes,Electronic check,75.1,1013.35,0,72.38214285714285,1-2yr
9027-YFHQJ,0,No,No,7,No,No,No,Month-to-month,Yes,Bank transfer,25.05,152.95,0,21.849999999999998,0-1yr
5176-LDKUH,0,No,No,48,Fiber optic,No,No,One year,No,Electronic check,75.15,3772.65,0,78.596875,2-4yr
4644-OBGFZ,0,Yes,Yes,55,No,No,No,One year,No,Mailed check,19.5,1026.35,0,18.66090909090909,4-6yr
7926-IJOOU,0,No,No,1,No,No,No,Month-to-month,No,Credit card,19.3,19.3,0,19.3,0-1yr
6480-YAGIY,0,No,No,45,Fiber optic,Yes,Yes,One year,No,Credit card,112.2,5031.85,0,111.81888888888889,2-4yr
4029-HPFVY,0,No,No,3,Fiber optic,No,No,Month-to-month,Yes,Mailed check,70.3,220.4,0,73.46666666666667,0-1yr
7602-DBTOU,0,Yes,No,71,No,No,No,Two year,No,Mailed check,19.6,1416.5,0,19.950704225352112,4-6yr
5345-BMKWB,0,Yes,No,8,No,No,No,Month-to-month,No,Mailed check,20.25,158.35,0,19.79375,0-1yr
3519-ZKXGG,0,Yes,No,3,Fiber optic,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,1,85.53333333333335,0-1yr
5457-COLHT,0,Yes,Yes,69,DSL,Yes,Yes,Two year,No,Bank transfer,80.65,5542.55,0,80.3268115942029,4-6yr
6416-TVAIH,0,Yes,Yes,1,Fiber optic,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,1,68.5,0-1yr
